"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Sean Burnett","Pirates","13","13","71.2","3.77","3.52","1.13",".308","72.3 %","56.4 %","13.0 %","5.02","5.06","4.79","0.3","1886"
"Aaron Sele","Angels","24","24","121.2","3.25","3.40","1.04",".310","67.6 %","42.3 %","7.7 %","5.03","5.08","5.71","0.7","34"
"Daniel Cabrera","Orioles","27","27","146.2","4.60","5.40","0.86",".272","69.5 %","43.3 %","7.3 %","5.03","5.11","5.74","1.2","1931"
"John Patterson","Expos","19","19","98.1","9.06","4.21","1.65",".299","74.5 %","31.8 %","14.2 %","5.03","5.06","4.52","0.8","71"
"Nate Robertson","Tigers","32","32","190.2","6.89","2.88","1.42",".302","67.8 %","49.3 %","15.9 %","5.05","4.59","3.95","1.9","1620"
"Dennys Reyes","Royals","12","12","64.0","6.89","3.94","0.98",".337","68.6 %","50.3 %","11.5 %","5.06","4.39","4.33","0.8","444"
"Jae Seo","Mets","21","21","112.0","4.26","4.02","1.37",".301","73.0 %","37.7 %","11.8 %","5.06","5.47","5.32","0.2","895"
"Dennis Tankersley","Padres","6","6","32.0","7.03","3.94","0.84",".293","56.1 %","46.9 %","9.7 %","5.06","4.11","4.27","0.5","1054"
"Josh Towers","Blue Jays","21","21","116.1","3.95","2.01","1.24",".317","70.4 %","46.4 %","11.3 %","5.11","4.86","4.80","1.1","1489"
"Jason Johnson","Tigers","33","33","196.2","5.72","2.75","1.01",".309","64.8 %","49.5 %","11.2 %","5.13","4.22","4.19","2.7","147"
"Scott Downs","Expos","12","12","63.0","5.43","3.29","1.29",".332","62.8 %","52.1 %","14.8 %","5.14","4.94","4.46","0.4","773"
"Jeff Francis","Rockies","7","7","36.2","7.85","3.19","1.96",".309","75.9 %","44.3 %","17.0 %","5.15","5.29","4.27","0.3","4684"
"Ismael Valdez","- - -","31","31","167.1","3.60","2.64","1.77",".279","71.9 %","37.6 %","13.0 %","5.16","5.73","5.32","-0.5","1283"
"Esteban Loaiza","- - -","27","27","170.2","5.48","3.22","1.53",".301","70.5 %","41.0 %","13.0 %","5.17","5.16","4.81","1.3","1310"
"Josh Hancock","- - -","11","11","59.0","5.03","3.81","2.44",".264","74.0 %","45.1 %","20.3 %","5.19","6.78","5.15","-0.5","1606"
"Jamie Moyer","Mariners","33","33","199.0","5.65","2.67","1.94",".269","71.1 %","39.1 %","15.2 %","5.20","5.66","4.87","0.1","1091"
"Tim Redding","Astros","17","17","86.0","4.50","3.35","1.26",".318","67.1 %","40.4 %","11.2 %","5.23","5.12","5.07","0.4","573"
"Jeremy Affeldt","Royals","8","8","46.1","4.08","3.69","0.58",".339","63.8 %","42.9 %","5.8 %","5.24","4.41","5.16","0.6","583"
"Jimmy Serrano","Royals","5","5","25.2","7.01","3.51","1.75",".325","76.5 %","34.1 %","14.3 %","5.26","5.31","4.71","0.1","2491"
"Pete Munro","Astros","19","19","94.0","5.46","2.30","1.05",".322","68.6 %","51.1 %","12.1 %","5.27","4.44","4.30","1.1","1546"
"Gary Knotts","Tigers","19","19","105.1","5.21","3.50","1.20",".282","67.0 %","44.0 %","11.7 %","5.30","4.90","4.79","0.8","1428"
"Sidney Ponson","Orioles","33","33","215.2","4.80","2.88","0.96",".327","66.5 %","50.9 %","10.1 %","5.30","4.44","4.56","3.0","161"
"Todd Van Poppel","Reds","11","11","61.0","4.87","1.77","1.48",".284","66.7 %","38.6 %","10.4 %","5.31","4.74","4.84","0.7","1284"
"Kyle Lohse","Twins","34","34","193.0","5.18","3.50","1.31",".321","68.5 %","44.4 %","11.7 %","5.36","5.06","4.94","1.0","739"
"Matt Thornton","Mariners","1","1","5.0","7.20","12.60","1.80",".154","81.4 %","64.3 %","20.0 %","5.40","8.25","7.07","-0.1","1918"
"Matt Riley","Orioles","13","13","63.1","8.38","5.97","1.56",".276","70.4 %","37.4 %","13.9 %","5.40","5.48","5.00","0.3","164"
"Joe Dawley","Indians","2","2","8.1","8.64","7.56","1.08",".286","71.4 %","33.3 %","12.5 %","5.40","5.21","5.01","0.0","1632"
"Wes Obermueller","Brewers","20","20","108.0","3.92","3.42","1.08",".285","65.2 %","49.5 %","11.6 %","5.42","4.97","4.87","0.7","1637"
"Derek Lowe","Red Sox","33","33","182.2","5.17","3.50","0.74",".327","58.5 %","62.3 %","11.6 %","5.42","4.26","4.20","2.2","199"
"Cliff Lee","Indians","33","33","179.0","8.09","4.07","1.51",".304","70.2 %","33.4 %","13.0 %","5.43","4.97","4.62","1.1","1636"
"Ron Villone","Mariners","10","10","53.0","5.77","5.26","1.19",".293","68.1 %","34.8 %","9.5 %","5.43","5.41","5.67","0.1","1010"
"Seth Greisinger","Twins","9","9","46.1","5.44","2.33","2.14",".321","69.4 %","41.4 %","15.5 %","5.44","5.70","4.79","0.0","467"
"Chan Ho Park","Rangers","16","16","95.2","5.93","3.10","2.07",".279","73.2 %","45.2 %","18.5 %","5.46","6.16","4.94","-0.3","1267"
"Aaron Heilman","Mets","5","5","28.0","7.07","4.18","1.29",".288","66.9 %","51.3 %","16.7 %","5.46","4.73","4.09","0.2","1751"
"Ramon Ortiz","Angels","14","14","79.0","5.47","2.62","1.48",".331","70.3 %","36.8 %","12.0 %","5.47","4.92","4.73","0.6","27"
"Jose Contreras","- - -","31","31","170.1","7.93","4.44","1.64",".278","67.1 %","44.1 %","15.7 %","5.50","5.27","4.56","1.1","1660"
"Brett Myers","Phillies","31","31","175.0","5.91","3.14","1.59",".293","68.6 %","47.3 %","16.1 %","5.50","5.19","4.44","1.1","962"
"Jason Jennings","Rockies","33","33","201.0","5.96","4.52","1.21",".326","72.0 %","47.4 %","14.1 %","5.51","5.08","4.69","1.5","434"
"Scott Schoeneweis","White Sox","19","19","111.2","5.56","3.87","1.37",".306","67.9 %","44.0 %","13.4 %","5.56","5.16","4.80","0.9","33"
"Jimmy Gobble","Royals","24","24","142.0","3.04","2.73","1.52",".256","63.0 %","37.5 %","10.9 %","5.58","5.54","5.56","0.6","1791"
"Darrell May","Royals","31","31","186.0","5.81","2.66","1.84",".318","67.7 %","34.0 %","12.9 %","5.61","5.33","4.93","1.1","613"
"Nick Regilio","Rangers","4","4","14.1","6.28","7.53","1.26",".295","64.9 %","44.2 %","11.1 %","5.65","6.40","6.37","-0.1","2226"
"Claudio Vargas","Expos","14","14","65.2","7.13","5.07","2.19",".276","72.4 %","27.2 %","15.2 %","5.76","6.41","5.52","-0.4","1695"
"Jason Davis","Indians","19","19","107.0","5.47","4.04","1.09",".340","66.2 %","50.8 %","11.7 %","5.80","4.84","4.74","0.7","1598"
"Nick Bierbrodt","Rangers","4","4","17.0","5.29","10.06","2.12",".217","81.6 %","41.7 %","20.0 %","5.82","8.64","7.25","-0.4","1194"
"Shawn Estes","Rockies","34","34","202.0","5.21","4.68","1.34",".301","69.4 %","51.3 %","15.3 %","5.84","5.54","4.99","0.7","873"
"Justin Miller","Blue Jays","15","15","75.1","5.38","4.78","1.55",".317","72.5 %","45.4 %","14.9 %","5.85","5.89","5.29","0.0","1313"
"Chad Gaudin","Devil Rays","4","4","15.1","5.87","3.52","0.59",".411","71.0 %","34.5 %","5.0 %","5.87","3.96","4.97","0.2","1783"
"Brian Anderson","Royals","26","26","147.0","3.86","2.76","1.78",".316","63.5 %","34.1 %","12.8 %","5.88","5.70","5.32","0.4","44"
"Scott Elarton","- - -","29","29","158.2","5.84","3.52","1.87",".265","66.9 %","33.7 %","13.5 %","5.90","5.70","5.19","0.2","426"
"Scott Kazmir","Devil Rays","7","7","30.1","10.98","5.34","1.19",".351","66.1 %","40.7 %","11.4 %","5.93","4.30","4.23","0.5","4897"
"Mike Wood","Royals","17","17","100.0","4.86","2.52","1.44",".293","63.9 %","51.5 %","15.1 %","5.94","5.07","4.50","0.7","1806"
"Ben Hendrickson","Brewers","9","9","45.1","5.76","3.77","1.19",".331","68.0 %","50.7 %","15.4 %","5.96","5.01","4.51","0.2","2175"
"Steve Sparks","Diamondbacks","18","18","102.0","4.06","3.26","1.15",".303","61.3 %","41.1 %","9.4 %","6.00","5.04","5.30","0.8","499"
"Doug Waechter","Devil Rays","14","14","70.1","4.61","4.22","2.56",".222","66.2 %","30.1 %","15.2 %","6.01","7.30","6.27","-0.9","1814"
"John Halama","Devil Rays","14","14","74.2","3.62","1.81","1.69",".316","67.1 %","44.2 %","13.7 %","6.03","5.53","5.03","0.1","1080"
"Dan Haren","Cardinals","5","5","25.1","6.75","3.20","1.07",".316","63.2 %","46.3 %","9.7 %","6.04","4.39","4.59","0.3","1757"
"Rocky Biddle","Expos","9","9","40.0","6.52","3.15","1.12",".328","61.0 %","46.5 %","12.2 %","6.07","4.72","4.56","0.3","223"
"Cha Seung Baek","Mariners","5","5","28.0","5.79","3.21","1.61",".304","57.9 %","28.9 %","10.4 %","6.11","5.37","5.48","0.2","8214"
"Brandon Claussen","Reds","14","14","66.0","6.14","4.77","1.23",".320","64.2 %","37.4 %","9.9 %","6.14","5.14","5.33","0.7","814"
"John Van Benschoten","Pirates","5","5","26.1","5.81","4.78","1.03",".288","55.6 %","46.2 %","12.0 %","6.15","5.06","4.93","0.1","2228"
"Tommy Phelps","Marlins","4","4","19.0","5.68","3.32","2.84",".218","72.3 %","43.3 %","20.0 %","6.16","7.00","5.13","-0.3","1665"
"Byung-Hyun Kim","Red Sox","3","3","11.2","3.09","3.86","0.77",".268","45.5 %","40.5 %","6.3 %","6.17","5.28","6.11","0.0","61"
"Brian Sweeney","Padres","2","2","8.2","8.31","2.08","0.00",".379","53.9 %","10.3 %","0.0 %","6.23","1.90","3.86","0.4","1801"
"Chad Durbin","Indians","8","8","36.0","6.25","4.50","1.25",".316","64.3 %","33.6 %","11.1 %","6.25","5.22","5.19","0.2","1442"
"Jeff Fassero","Rockies","12","12","68.2","4.46","4.06","0.92",".311","60.8 %","49.6 %","9.9 %","6.29","4.87","5.01","0.6","279"
"Sterling Hitchcock","Padres","4","4","21.1","5.91","3.38","2.11",".266","65.2 %","45.6 %","20.8 %","6.33","5.91","4.46","-0.1","824"
"Joaquin Benoit","Rangers","15","15","75.1","8.36","2.63","1.79",".321","63.0 %","36.6 %","15.8 %","6.33","4.81","4.02","0.8","1437"
"Tyler Yates","Mets","7","7","32.2","5.51","5.23","1.10",".336","66.2 %","55.4 %","12.5 %","6.34","5.44","5.24","0.1","1527"
"Jorge de la Rosa","Brewers","5","5","22.2","1.99","5.56","0.40",".304","56.3 %","47.3 %","3.3 %","6.35","5.17","6.47","0.1","2047"
"Eric DuBose","Orioles","14","14","74.2","5.79","5.30","1.45",".277","64.0 %","43.1 %","13.8 %","6.39","5.74","5.31","0.2","1633"
"R.A. Dickey","Rangers","15","15","81.2","4.63","2.98","1.65",".325","61.9 %","43.9 %","13.3 %","6.39","5.51","5.09","0.3","1245"
"Carlos Hernandez","Astros","9","9","42.0","5.57","4.93","2.36",".289","75.1 %","36.4 %","18.0 %","6.43","7.22","5.87","-0.6","560"
"Denny Bautista","Royals","5","5","27.2","5.86","3.58","0.65",".383","64.3 %","46.3 %","6.5 %","6.51","4.10","4.75","0.5","1947"
"Sergio Mitre","Cubs","9","9","47.0","6.32","3.64","1.15",".370","68.2 %","60.0 %","16.2 %","6.51","4.77","4.23","0.4","1773"
"Paul Abbott","- - -","19","19","93.2","4.04","5.38","2.11",".264","66.6 %","38.9 %","15.4 %","6.63","7.13","6.24","-1.1","1061"
"Jose Acevedo","Reds","27","27","140.2","6.85","2.82","1.92",".329","65.4 %","37.4 %","15.6 %","6.65","5.35","4.51","0.8","307"
"Casey Fossum","Diamondbacks","27","27","142.0","7.42","3.99","1.96",".325","66.3 %","41.0 %","19.5 %","6.65","5.78","4.53","0.1","188"
"John Wasdin","Rangers","10","10","52.2","4.61","2.91","2.56",".279","68.3 %","31.9 %","15.2 %","6.66","6.81","5.78","-0.3","1768"
"Scott Erickson","- - -","6","6","27.0","3.00","6.67","1.00",".337","66.9 %","49.1 %","10.3 %","6.67","6.05","6.13","-0.1","137"
"Brad Halsey","Yankees","7","7","31.0","6.68","4.06","1.16",".346","60.3 %","42.6 %","9.5 %","6.68","4.79","5.04","0.3","4760"
"Ryan Vogelsong","Pirates","26","26","126.0","6.00","4.43","1.50",".305","64.8 %","34.0 %","11.9 %","6.71","5.60","5.41","0.2","1011"
"Dan Wheeler","Mets","1","1","4.0","4.50","2.25","0.00",".375","57.1 %","18.8 %","0.0 %","6.75","2.80","6.00","0.1","120"
"Matt Guerrier","Twins","2","2","8.0","3.38","2.25","2.25",".323","65.6 %","51.6 %","20.0 %","6.75","6.67","5.20","-0.1","2061"
"Chris George","Royals","7","7","35.1","2.55","5.35","0.25",".336","54.7 %","34.3 %","2.1 %","6.88","4.63","6.20","0.4","601"
"Darren Oliver","- - -","10","10","45.2","5.52","2.76","2.17",".310","61.2 %","41.9 %","18.6 %","6.90","5.94","4.64","-0.1","206"
"Geremi Gonzalez","Devil Rays","8","8","41.1","3.70","3.70","1.74",".345","64.9 %","38.2 %","14.0 %","6.97","6.19","5.64","0.0","1711"
"Jorge DePaula","Yankees","1","1","6.1","1.42","1.42","2.84",".261","64.5 %","34.8 %","18.2 %","7.11","7.31","5.67","-0.1","1827"
"Pat Hentgen","Blue Jays","16","16","78.1","3.68","4.83","1.84",".268","60.4 %","36.9 %","13.6 %","7.12","6.65","6.13","-0.5","145"
"Clint Nageotte","Mariners","5","5","22.2","7.54","5.56","0.79",".392","65.6 %","59.5 %","15.4 %","7.15","4.64","4.31","0.2","2156"
"Casey Daigle","Diamondbacks","10","10","49.0","3.12","4.96","1.65",".309","64.2 %","45.2 %","13.0 %","7.16","6.52","6.13","-0.3","1880"
"Justin Wayne","Marlins","1","1","5.0","5.40","5.40","1.80",".368","52.1 %","40.0 %","20.0 %","7.20","6.25","5.07","0.0","803"
"Edwin Jackson","Dodgers","5","5","19.2","5.03","4.12","2.75",".266","67.8 %","41.2 %","20.7 %","7.32","7.27","5.40","-0.3","1841"
"Elmer Dessens","- - -","10","10","45.0","5.80","3.60","1.40",".371","58.3 %","42.9 %","13.7 %","7.40","4.98","4.57","0.5","317"
"Jason Grilli","White Sox","8","8","45.0","5.20","4.00","2.20",".287","62.1 %","40.1 %","17.2 %","7.40","6.60","5.45","-0.2","521"
"Brandon Duckworth","Astros","6","6","20.2","4.35","3.05","3.48",".319","77.5 %","44.6 %","29.6 %","7.40","8.13","4.95","-0.5","954"
"Jesus Sanchez","Reds","3","3","14.1","5.02","5.65","2.51",".298","70.1 %","38.0 %","20.0 %","7.53","7.44","5.80","-0.2","1476"
"Jeff D'Amico","Indians","7","7","30.2","4.70","1.76","1.76",".339","52.8 %","35.3 %","11.3 %","7.63","5.23","5.15","0.1","871"
"Stephen Randolph","Diamondbacks","6","6","26.2","7.09","7.09","1.35",".348","64.2 %","29.2 %","10.0 %","7.76","5.90","6.08","0.0","1655"
"Brian Cooper","Giants","2","2","9.0","4.00","3.00","4.00",".179","67.6 %","45.2 %","36.4 %","8.00","9.27","5.23","-0.3","1295"
"Justin Germano","Padres","5","5","21.1","6.75","5.91","0.84",".342","49.7 %","55.6 %","13.3 %","8.02","4.74","4.52","0.1","1938"
"Dan Wright","White Sox","4","4","17.2","3.06","5.60","2.55",".297","66.7 %","36.8 %","20.8 %","8.15","8.26","6.51","-0.3","258"
"Nelson Figueroa","Pirates","3","3","12.0","3.00","2.25","2.25",".317","54.1 %","53.7 %","27.3 %","8.25","6.38","4.43","-0.1","683"
"Hideo Nomo","Dodgers","18","18","84.0","5.79","4.50","2.04",".314","59.5 %","26.0 %","15.3 %","8.25","6.35","5.50","-0.4","666"
"Felix Diaz","White Sox","7","7","32.2","6.06","2.76","2.76",".324","59.5 %","32.2 %","19.6 %","8.27","6.60","4.84","0.0","1932"
"Nate Cornejo","Tigers","5","5","25.2","4.21","3.86","1.40",".392","59.9 %","55.2 %","13.8 %","8.42","5.54","5.12","0.0","462"
"Mickey Callaway","Rangers","3","3","10.1","6.97","6.10","1.74",".417","67.6 %","28.9 %","14.3 %","8.71","6.34","5.75","0.0","7"
"Adam Bernero","Rockies","2","2","10.0","4.50","7.20","1.80",".324","60.4 %","25.0 %","10.0 %","9.00","7.05","7.29","-0.1","460"
"Pedro Astacio","Red Sox","1","1","4.0","9.00","0.00","2.25",".429","53.6 %","33.3 %","25.0 %","9.00","4.30","2.47","0.0","862"
"Kameron Loe","Rangers","1","1","4.0","2.25","13.50","0.00",".385","58.3 %","69.2 %","0.0 %","9.00","7.80","8.15","-0.1","4422"
"Abe Alvarez","Red Sox","1","1","5.0","3.60","9.00","3.60",".375","78.4 %","35.3 %","25.0 %","9.00","10.45","7.52","-0.2","6259"
"Edgar Gonzalez","Diamondbacks","10","10","46.1","6.02","3.50","2.91",".358","62.2 %","40.2 %","24.6 %","9.32","7.41","5.07","-0.7","1727"
"Francisco Cruceta","Indians","2","2","7.2","10.57","4.70","1.17",".375","44.1 %","44.0 %","14.3 %","9.39","4.35","3.96","0.1","2104"
"Jason Kershner","Blue Jays","2","2","6.2","2.70","4.05","1.35",".345","47.6 %","43.3 %","8.3 %","9.45","5.75","6.36","0.0","1566"
"Kyle Denney","Indians","4","4","16.0","7.31","4.50","1.69",".468","64.3 %","41.3 %","13.0 %","9.56","5.36","4.97","0.0","7192"
"Kurt Ainsworth","Orioles","7","7","30.2","5.87","5.87","1.76",".330","54.0 %","41.2 %","15.4 %","9.68","6.73","6.00","-0.2","1431"
"Matt Kinney","Brewers","6","6","25.0","6.12","5.40","1.44",".379","52.7 %","33.3 %","12.9 %","9.72","5.69","5.37","0.0","737"
"John Maine","Orioles","1","1","3.2","2.45","7.36","2.45",".429","69.8 %","40.0 %","16.7 %","9.82","8.50","7.28","-0.1","4773"
"Travis Blackley","Mariners","6","6","26.0","5.54","7.62","3.12",".302","59.5 %","28.7 %","18.4 %","10.04","8.97","7.15","-0.7","3234"
"Sean Douglass","Blue Jays","3","3","13.0","9.69","5.54","2.77",".359","58.0 %","39.0 %","26.7 %","10.38","7.20","4.84","-0.2","133"
"Jeremy Griffiths","Astros","1","1","4.1","10.38","6.23","2.08",".273","35.7 %","33.3 %","20.0 %","10.38","5.82","4.46","0.0","1731"
"Wayne Franklin","Giants","2","2","6.2","6.75","4.05","1.35",".333","37.7 %","45.5 %","12.5 %","10.80","5.30","5.05","0.0","557"
"Jimmy Haynes","Reds","4","4","13.1","5.40","4.73","2.03",".426","58.4 %","46.3 %","21.4 %","10.80","6.80","5.37","-0.1","329"
"Lance Cormier","Diamondbacks","5","5","21.1","3.80","5.06","3.38",".354","57.1 %","44.0 %","32.0 %","10.97","8.77","5.56","-0.6","4346"
"Chris Gissell","Rockies","1","1","4.0","18.00","2.25","2.25",".667","58.1 %","25.0 %","33.3 %","11.25","3.05","0.86","0.1","2015"
"Denny Stark","Rockies","6","6","26.0","3.46","6.23","3.12",".389","48.0 %","33.3 %","20.9 %","11.42","8.86","6.71","-0.7","452"
"Todd Ritchie","Devil Rays","2","2","6.0","4.50","7.50","6.00",".333","70.2 %","44.0 %","40.0 %","12.00","13.72","7.42","-0.4","253"
"Jason Standridge","Devil Rays","1","1","3.0","6.00","0.00","6.00",".300","45.5 %","25.0 %","33.3 %","12.00","10.38","4.56","-0.1","1229"
"Logan Kensing","Marlins","3","3","10.2","3.37","7.59","4.22",".306","57.9 %","40.0 %","27.8 %","12.66","11.21","7.51","-0.6","6166"
"Jason Young","Rockies","2","2","8.1","7.56","5.40","3.24",".400","50.6 %","56.3 %","30.0 %","12.96","7.85","4.87","-0.1","1707"
"Sam Narron","Rangers","1","1","2.2","3.37","13.50","10.12",".222","100.0 %","16.7 %","50.0 %","13.50","21.42","10.00","-0.3","4516"
"Kevin Appier","Royals","2","2","4.0","4.50","6.75","0.00",".412","20.0 %","47.1 %","0.0 %","13.50","4.30","5.01","0.1","3"
"Jose Capellan","Braves","2","2","6.0","6.00","7.50","3.00",".381","49.2 %","36.4 %","40.0 %","13.50","8.55","5.40","-0.2","2236"
"Eduardo Villacis","Royals","1","1","3.1","0.00","10.80","2.70",".333","58.1 %","37.5 %","20.0 %","13.50","10.55","8.78","-0.1","1922"
"Donovan Osborne","Yankees","2","2","6.1","0.00","2.84","1.42",".433","32.1 %","38.7 %","9.1 %","14.21","6.52","6.94","-0.1","299"
"Ian Snell","Pirates","1","1","5.0","9.00","9.00","1.80",".556","54.8 %","44.4 %","50.0 %","14.40","6.65","4.62","-0.1","2227"
"James Baldwin","Mets","2","2","6.0","1.50","7.50","4.50",".385","60.8 %","14.8 %","17.6 %","15.00","12.22","9.74","-0.4","1064"
"J.D. Durbin","Twins","1","1","3.0","6.00","12.00","0.00",".538","54.6 %","46.2 %","0.0 %","15.00","5.72","8.08","0.0","7992"
"Neal Cotts","White Sox","1","1","2.1","3.86","3.86","7.71",".375","62.5 %","50.0 %","66.7 %","15.43","14.62","5.30","-0.2","1797"
"Shawn Hill","Expos","3","3","9.0","10.00","7.00","1.00",".500","38.1 %","33.3 %","16.7 %","16.00","4.94","4.44","0.0","1882"
"Andy Good","Diamondbacks","2","2","6.1","1.42","4.26","7.11",".333","45.5 %","31.3 %","29.4 %","17.05","14.89","8.44","-0.4","1690"
"Josh Stewart","White Sox","2","2","6.2","5.40","4.05","4.05",".429","36.2 %","36.7 %","18.8 %","17.55","9.05","6.61","-0.2","1683"
"Michael Tejera","Marlins","2","2","4.0","6.75","13.50","0.00",".462","38.5 %","38.5 %","0.0 %","18.00","6.80","8.22","-0.1","542"
"Nate Bump","Marlins","2","2","5.2","4.76","3.18","3.18",".440","15.2 %","51.9 %","28.6 %","22.24","8.17","5.33","-0.1","1755"
"T.J. Tucker","Expos","1","1","2.1","11.57","7.71","0.00",".600","25.0 %","40.0 %","0.0 %","23.14","3.05","4.27","0.1","800"
"Damian Moss","Devil Rays","2","2","4.0","9.00","4.50","2.25",".529","9.4 %","23.5 %","20.0 %","24.75","5.80","4.33","0.0","107"
"Joe Valentine","Reds","1","1","1.0","0.00","45.00","0.00",".400","57.1 %","60.0 %","0.0 %","27.00","18.05","20.89","-0.1","1810"
"Alex Graman","Yankees","2","2","3.0","6.00","6.00","0.00",".684","33.3 %","26.3 %","0.0 %","30.00","3.72","7.50","0.1","1910"
"Arnie Munoz","White Sox","1","1","3.0","3.00","9.00","6.00",".533","26.8 %","31.3 %","40.0 %","33.00","15.05","8.75","-0.2","2111"
"Kevin Correia","Giants","1","1","2.0","0.00","13.50","4.50",".417","0.0 %","50.0 %","20.0 %","36.00","14.05","11.10","-0.2","1767"
"Frank Brooks","Pirates","1","1","1.0","9.00","9.00","18.00",".250","-83.3 %","33.3 %","66.7 %","36.00","30.05","8.31","-0.2","1877"
"Ryan Madson","Phillies","1","1","0.2","0.00","13.50","40.50",".600","35.7 %","12.5 %","100.0 %","81.00","66.05","13.94","-0.3","1852"
"Jared Fernandez","Astros","1","1","0.1","0.00","81.00","0.00",".750","33.3 %","25.0 %","0.0 %","108.00","30.05","30.05","-0.1","324"
